Annees,Line1entrees,Line1percent,Line2entrees,Line2percent,Line3entrees,Line3percent,Line4entrees,Line4percent,Line5entrees,Line5percent,Line6entrees,Line6percent,Line7entrees,Line7percent,Line8entrees,Line8percent
1991,26665.0,0.9804750698632152,16693.0,0.970974872033504,12957.0,0.9565891472868217,6722.0,0.9278122843340235,14553.0,0.3852140077821012,16899.0,0.5382018535622154,9294.0,0.6527602191319005,9433.0,0.7516933620208781
1992,26673.0,0.9807692307692307,16809.0,0.9777221963704048,12965.0,0.9571797711332595,6734.0,0.9294685990338164,14793.0,0.3915667434288891,16962.0,0.5402082868881175,9559.0,0.6713723837617643,9501.0,0.7571121204876883
1993,26677.0,0.9809163112222385,16826.0,0.9787110283852954,12973.0,0.9577703949796973,6743.0,0.9307108350586611,14939.0,0.39543132428068506,17326.0,0.5518010127711074,9714.0,0.6822587442056468,10349.0,0.8246872260737907
1994,26687.0,0.981284012354758,16847.0,0.979932526756631,12978.0,0.958139534883721,6756.0,0.9325051759834369,25044.0,0.6629079647423172,17653.0,0.5622153571769801,9889.0,0.6945497963197078,10460.0,0.8335325523946131
1995,26693.0,0.9815046330342697,16886.0,0.9822010237319684,12985.0,0.958656330749354,6758.0,0.9327812284334024,25267.0,0.6688107149474576,18203.0,0.5797318385935858,10070.0,0.7072622559348223,10512.0,0.8376763088692326
1996,26695.0,0.9815781732607737,16904.0,0.9832480223359702,12986.0,0.9587301587301588,6761.0,0.9331953071083506,25515.0,0.6753752084491385,18573.0,0.5915156533647569,10169.0,0.7142154797022053,10561.0,0.8415810024703163
1997,26702.0,0.9818355640535373,16926.0,0.9845276872964169,13000.0,0.9597637504614249,6764.0,0.9336093857832988,25818.0,0.6833955372032081,18880.0,0.6012930348100258,10370.0,0.7283326309874982,10939.0,0.8717029245358195
1998,26713.0,0.9822400352993087,16934.0,0.9849930200093067,13021.0,0.9613141380583241,6773.0,0.9348516218081435,26002.0,0.6882659678657456,19242.0,0.6128220643969553,10653.0,0.7482090181205225,11009.0,0.8772810582516535
1999,26716.0,0.9823503456390645,16962.0,0.9866216845044207,13041.0,0.9627906976744186,6798.0,0.9383022774327122,26239.0,0.6945392943169486,19491.0,0.6207522532564731,11045.0,0.7757409748560191,11108.0,0.8851701330783329
2000,26721.0,0.9825341962053243,16990.0,0.9882503489995347,13062.0,0.9643410852713178,6822.0,0.9416149068322981,26525.0,0.7021096376293708,19546.0,0.6225039013981337,11327.0,0.7955471274055345,11203.0,0.8927404574069647
2001,26725.0,0.9826812766583322,17008.0,0.9892973476035365,13097.0,0.9669250645994832,6834.0,0.9432712215320911,26726.0,0.7074300537335557,19823.0,0.6313258384024969,11588.0,0.8138783537013625,11249.0,0.8964060881345127
2002,26733.0,0.9829754375643477,17029.0,0.990518845974872,13117.0,0.9684016242155777,6967.0,0.9616287094547964,26955.0,0.7134916223298658,20116.0,0.6406573457753432,11871.0,0.8337547408343868,11293.0,0.8999123436130368
2003,26737.0,0.9831225180173555,17031.0,0.9906351791530945,13130.0,0.9693613879660391,6971.0,0.9621808143547274,27148.0,0.7186002805791577,20343.0,0.6478868753781968,12147.0,0.8531394858828487,11324.0,0.9023826599729062
2004,26737.0,0.9831225180173555,17041.0,0.9912168450442066,13241.0,0.9775562938353636,6974.0,0.9625948930296756,27548.0,0.7291881733238043,20505.0,0.6530462753590879,12199.0,0.8567916842253125,11354.0,0.9047732887082636
2005,26741.0,0.9832695984703633,17049.0,0.9916821777570963,13271.0,0.9797711332595054,6983.0,0.9638371290545203,32407.0,0.8578046004393975,20850.0,0.6640338864295041,12357.0,0.8678887484197219,11404.0,0.9087576699338593
2006,26760.0,0.9839682306221503,17056.0,0.9920893438808748,13285.0,0.9808047249907715,6989.0,0.9646652864044168,32531.0,0.861086847190238,21367.0,0.6804993789611135,12455.0,0.8747717376035961,11427.0,0.9105904852976333
2007,26768.0,0.9842623915281659,17067.0,0.9927291763610981,13302.0,0.9820598006644519,7011.0,0.9677018633540373,32933.0,0.8717276793986077,21455.0,0.6833020159877703,12564.0,0.8824273072060683,11463.0,0.9134592397800622
2008,26773.0,0.9844462420944257,17068.0,0.9927873429502094,13321.0,0.9834625322997416,7015.0,0.9682539682539683,33615.0,0.88978003652823,21839.0,0.6955317048313641,12622.0,0.8865009130495857,11500.0,0.916407681887003
2009,26777.0,0.9845933225474335,17071.0,0.9929618427175431,13327.0,0.9839055001845699,7020.0,0.968944099378882,33862.0,0.8963180602980492,29960.0,0.9541705149845536,12679.0,0.890504284309594,11541.0,0.9196748744919914
2010,26786.0,0.984924253566701,17076.0,0.9932526756630992,13339.0,0.9847914359542267,7032.0,0.9706004140786749,34021.0,0.9005267476640462,30023.0,0.9561769483104557,12761.0,0.8962635201573255,11572.0,0.9221451908518608
2011,26790.0,0.9850713340197088,17122.0,0.995928338762215,13369.0,0.9870062753783684,7044.0,0.9722567287784679,34344.0,0.9090764710553482,30133.0,0.9596802445937769,12812.0,0.8998454839162804,11849.0,0.9442186628416607
2012,26800.0,0.9854390351522283,17136.0,0.996742671009772,13388.0,0.9884090070136582,7053.0,0.9734989648033127,34904.0,0.9238995208978533,30372.0,0.9672919519729928,12846.0,0.9022334597555837,11889.0,0.9474061678221373
2013,26825.0,0.986358287983527,17149.0,0.9974988366682178,13419.0,0.9906976744186047,7110.0,0.9813664596273292,35290.0,0.9341168373964371,30620.0,0.9751902926844804,13190.0,0.9263941564826521,11973.0,0.954099928281138
2014,26846.0,0.987130460361818,17153.0,0.9977315030246626,13448.0,0.9928386858619417,7124.0,0.9832988267770877,35729.0,0.9457370496836867,30711.0,0.9780884741552279,13424.0,0.9428290490237393,12086.0,0.9631046298509841
2015,26990.0,0.9924253566700986,17158.0,0.9980223359702187,13481.0,0.9952750092284977,7124.0,0.9832988267770877,36221.0,0.9587601577596019,30822.0,0.9816236185865792,13511.0,0.9489394577890153,12314.0,0.9812734082397003
2016,27151.0,0.9983453449036623,17188.0,0.9997673336435552,13522.0,0.9983019564414913,7212.0,0.9954451345755694,36454.0,0.9649276052833585,30902.0,0.9841714704289946,13959.0,0.9804045512010113,12336.0,0.9830265359789625
2017,27196.0,1.0,17192.0,1.0,13545.0,1.0,7245.0,1.0,37779.0,1.0,31399.0,1.0,14238.0,1.0,12549.0,1.0
